,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,5090.0107,1032.8959,7158.5967,3276.4607,5641.464,4550.9004,35642.55,2807.371,705.66907,21311.336,9545.754,44252.44,3753.9163,1377.2865,2854.7046,2109.8987,1958.2275,20489.889,771.64417,433.8962,551.7365,312.03882,896.31177,9145.49,14887.164,10245.204,4169.3496,4674.6187,3882.6108,14259.775,961.4592,2242.774
1,6061.425,1036.6013,8052.115,3717.4,5428.95,6848.522,48901.633,2824.2288,725.90564,22400.6,7482.9,42707.434,4444.0186,1687.2009,3971.1577,2593.6257,2005.8367,26928.6,926.2638,676.255,622.5995,307.08722,881.6748,10129.694,12956.41,15297.43,4646.0513,5292.048,3882.5322,13783.22,1271.5084,2781.635
2,6889.434,1048.1536,8271.617,3630.859,6762.186,6777.352,48454.188,3165.238,743.2777,23002.06,9568.125,48486.406,4196.4595,1482.4518,4039.922,2614.3672,1918.782,24879.227,1030.4044,608.1271,663.4031,289.0995,673.4573,10085.162,14161.42,15330.467,4908.658,5291.0254,3933.7021,14041.633,1363.1145,2892.9153
3,6672.3555,1038.2678,9091.93,3407.3394,6556.6357,6765.7715,52233.227,3102.995,760.8508,22892.102,9494.311,51881.71,4333.7285,1672.2963,4022.8132,2610.5757,2150.4912,27672.424,984.0714,530.8057,631.3639,266.1152,709.10547,10197.588,14428.15,14925.709,4880.157,5039.6123,3905.6284,15098.793,1423.1292,2895.6865
4,6909.3916,1052.155,8509.215,3733.9834,7534.0347,6614.4243,50322.535,3141.6887,742.65137,26257.066,8658.327,41323.32,5427.6895,1898.9257,4663.2505,2645.921,2108.6697,31046.316,1198.1108,776.1536,577.73645,301.5355,584.28906,11133.254,11813.965,16713.635,5025.748,5725.922,3506.8398,12521.227,1540.6085,3164.8389
5,8001.5723,1233.675,10892.814,4678.5205,8164.7593,8196.799,57654.938,3679.0955,968.8346,28155.396,11264.523,75574.34,5026.823,1830.77,4631.7354,3257.6582,2124.671,27148.945,1301.8267,649.9034,819.61487,396.01688,1005.7344,11598.844,18802.836,16840.762,5475.324,6387.2773,5477.501,19876.586,1494.9446,3425.5085
6,7029.501,1086.171,9702.339,4371.0767,6134.1924,6856.4526,52566.086,3266.013,881.2394,24868.443,10752.328,60272.043,4276.427,1514.3885,3849.626,2767.8813,1988.9287,27720.916,1004.5152,690.49475,667.865,351.83322,951.5931,11109.884,17598.43,15177.505,4580.8906,5840.938,4716.047,18024.889,1325.8678,3000.8062
7,5901.46,900.27765,7671.181,2780.8628,5390.6475,6032.4473,43876.414,3076.5308,765.48535,21965.748,9185.097,44146.152,3860.1743,1385.8981,3731.5874,2547.1213,2141.9712,26386.492,915.8315,678.4819,576.4199,264.25592,568.35034,9025.259,13307.508,13299.893,4829.1387,4701.633,2880.2593,13593.703,1172.46,2606.4114
8,6877.657,1182.0537,9165.565,4582.2295,8092.4336,7090.6553,52986.516,3208.1792,835.7395,25653.775,9925.121,61497.305,5005.8804,1846.7405,4554.8545,2554.6516,2059.3203,26974.602,1139.9829,669.73645,679.4225,318.78796,972.7644,10657.7705,15112.919,15931.413,4877.2524,5553.0405,4787.312,15364.516,1500.4192,3121.936
9,3392.4683,929.9294,5806.904,2226.4658,2988.3345,3095.4177,26777.75,2129.3364,361.73828,18388.172,4861.799,25616.596,3015.7524,1102.4967,2065.2979,1932.8163,1846.2626,18767.436,544.27985,286.1227,372.10034,293.15826,706.8413,8657.577,8339.888,7110.1094,4154.0825,3176.3577,2655.5032,8615.446,660.4518,1558.5176
