,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,5740.4014,978.806,7701.257,3106.1282,5338.2866,5747.0205,44647.906,2692.475,631.55774,22741.27,7653.843,39420.637,4374.1274,1482.0101,3606.6396,2191.5042,1953.8368,26418.93,898.19714,592.70825,554.0721,264.9257,616.5405,10008.5,11400.875,13469.434,4493.305,4759.7437,2979.9275,11783.909,1201.2776,2614.296
1,6026.909,1008.88666,8049.1465,3373.2485,5763.0596,6041.482,46069.516,2835.088,699.47174,22669.287,8436.531,45362.65,4369.835,1493.9077,3665.6062,2322.0752,1988.5457,25775.16,940.0072,605.32465,595.03674,279.75797,691.0885,10109.635,12900.564,13794.367,4568.3887,4967.1484,3442.4668,13219.074,1217.1354,2714.4175
2,5562.1255,954.29254,7576.9644,3067.7297,4910.9463,5387.0396,42575.2,2568.2168,604.0397,22329.424,7499.9224,38751.805,4393.37,1442.8995,3527.624,2163.4595,1938.251,25609.469,868.077,576.0535,540.433,270.1352,623.3188,9764.441,10801.803,12773.745,4493.2856,4557.4336,2979.9802,11186.525,1154.8959,2527.221
3,5917.607,994.5608,7919.8486,3273.1157,5619.875,5935.5234,45590.766,2784.316,674.61816,22695.842,8154.3096,43187.117,4369.597,1488.3889,3640.3665,2272.13,1976.9514,25975.514,924.5671,600.96985,579.75684,272.91583,660.7576,10064.256,12359.282,13692.166,4540.2188,4895.2666,3266.0718,12707.81,1212.0269,2678.556
4,5856.4766,984.68115,7854.556,3210.9185,5506.444,5859.4814,45309.773,2744.13,660.34174,22781.166,8003.744,41938.668,4366.474,1482.1948,3633.0518,2253.324,1970.6533,26068.81,916.473,597.87,572.2916,268.77365,643.74567,10042.141,11998.284,13625.349,4552.4326,4842.1226,3160.7317,12379.408,1206.4944,2654.7375
5,6158.7993,1027.2008,8215.754,3492.2173,5918.813,6156.118,46659.773,2896.3838,725.81744,22725.547,8741.16,47908.316,4385.089,1505.4827,3703.2344,2387.3586,2001.4757,25687.623,955.5938,611.4423,610.5836,289.06607,728.45374,10187.367,13490.156,13923.749,4619.167,5049.865,3654.1777,13768.653,1225.4077,2756.2214
6,6210.397,1030.3815,8275.998,3531.2207,5941.677,6178.096,46809.375,2898.9272,735.3704,22710.252,8879.869,48909.57,4387.53,1504.6329,3717.9802,2408.2651,2005.7386,25508.205,962.3157,611.5646,617.4711,290.9817,740.7628,10169.1455,13651.838,13933.233,4646.2666,5076.425,3727.0964,13931.758,1225.0024,2766.6177
7,5392.8203,955.2164,7383.4326,3018.6006,4787.564,5295.6113,41153.246,2543.2866,593.70624,21898.828,7287.557,36993.145,4312.286,1412.7905,3451.6616,2129.2717,1925.4924,25415.703,851.95013,568.33905,534.20984,276.59863,625.04785,9801.295,10716.278,12422.947,4378.737,4406.7896,2912.335,11022.583,1123.1681,2482.4912
8,5500.494,969.84375,7538.4434,3102.3162,5034.488,5483.413,42854.934,2617.3,598.5829,22203.627,7333.766,37794.617,4400.299,1476.5082,3533.7488,2164.0059,1936.7175,26073.637,864.91473,578.5496,531.93555,271.3514,608.55994,9896.49,10879.814,13089.624,4392.515,4608.4775,2943.631,11231.218,1182.9574,2554.1133
9,5617.7065,977.12103,7609.397,3109.973,5212.1724,5658.366,43710.773,2634.5317,613.90686,22364.686,7488.7,38450.906,4356.5186,1479.7865,3583.332,2175.5784,1942.2991,26325.969,879.2252,583.41296,539.974,267.56424,610.5193,9972.111,11165.297,13339.977,4421.4375,4703.8247,2944.1401,11502.034,1193.903,2588.0076
10,5493.1104,968.48615,7537.5044,3094.1572,5019.991,5471.135,42817.33,2613.4016,598.00366,22211.912,7335.793,37802.24,4399.6665,1474.4885,3528.4565,2162.799,1936.8965,25995.395,864.13354,578.00104,531.71716,270.7491,608.464,9873.267,10852.761,13061.031,4398.2314,4600.813,2940.9126,11213.346,1180.0665,2550.3118
11,6566.9062,1078.4435,8729.19,3850.661,6438.493,6581.049,48792.3,3048.893,797.6344,23111.402,9621.352,55648.19,4496.95,1562.9382,3842.2412,2584.8333,2033.9023,25662.293,1002.6137,630.27264,651.04193,317.80978,834.40857,10416.318,15112.885,14416.947,4819.989,5308.9644,4242.4805,15342.529,1257.1555,2898.2622
12,5636.075,969.28253,7625.915,3090.3633,5220.831,5658.438,43829.61,2631.3481,617.6972,22476.867,7551.795,38718.105,4342.6016,1468.6808,3580.3127,2178.0586,1945.8647,26194.29,881.7082,584.4601,543.2579,264.73853,610.5589,9948.851,11192.031,13313.172,4460.802,4699.1074,2938.3523,11550.844,1187.2559,2585.393
13,6673.1313,1088.0535,8837.05,3941.0642,6542.593,6677.7354,49381.63,3068.6482,807.0477,23231.307,9749.166,56983.113,4540.651,1579.8914,3886.834,2609.1914,2036.1543,25825.328,1011.122,633.84924,655.53625,324.4969,852.21387,10456.588,15322.748,14531.443,4852.3545,5362.9873,4344.9985,15552.868,1269.6852,2929.4824
14,6918.036,1122.081,9062.156,4148.878,6710.97,6873.803,50612.1,3147.9753,835.287,23631.568,10036.478,59205.688,4631.6724,1615.7144,3974.6118,2612.0615,2042.4717,26266.148,1038.0167,639.1467,676.1669,337.41348,894.03015,10640.883,15817.26,14778.6,4900.926,5474.178,4521.127,16085.24,1292.7136,2987.5886
15,6406.222,1055.9235,8518.357,3701.4976,6223.2256,6401.377,47864.43,2985.9717,771.4053,22891.45,9298.881,52608.344,4433.3125,1531.7349,3779.231,2502.1604,2021.9641,25559.531,984.6841,622.0204,637.062,305.28784,792.8168,10309.0625,14501.412,14182.734,4732.6426,5201.6367,4010.7505,14744.773,1240.0605,2837.2695
16,5618.6323,977.4758,7262.6914,3041.3862,4764.725,5303.2544,40022.793,2556.933,617.73486,21329.889,7411.4834,37452.56,4280.7383,1361.9685,3441.346,2041.3298,1906.644,25847.387,873.2309,570.61865,559.6547,297.6871,677.9463,9916.558,11196.335,11747.699,4239.2217,4341.728,3030.522,11260.924,1090.0886,2464.2148
17,6375.6523,1053.5498,8481.098,3676.7046,6182.7417,6367.722,47706.7,2978.9053,767.37317,22852.994,9239.931,52031.195,4419.8813,1526.6436,3768.4844,2489.4917,2020.4214,25532.658,982.2556,620.6193,635.27563,303.16016,785.50745,10293.869,14397.533,14149.035,4714.615,5183.112,3972.0269,14642.657,1237.848,2826.8848
18,5746.813,975.133,7716.5713,3104.0112,5344.1494,5749.9863,44731.61,2691.7227,633.34125,22831.65,7681.881,39547.82,4366.22,1478.0115,3611.5554,2202.5378,1956.1362,26414.557,899.1107,593.5708,555.5551,264.14844,616.7749,10026.949,11420.043,13490.231,4522.9185,4756.9194,2979.7754,11812.721,1199.7268,2615.1868
19,6856.5146,1113.2471,8995.391,4089.5625,6668.8354,6820.6123,50271.78,3133.556,830.5303,23475.174,9974.967,58537.547,4587.1265,1600.7062,3945.7803,2607.1436,2041.7466,26109.682,1032.8452,637.6737,673.3866,333.26776,882.60706,10597.545,15730.338,14705.071,4871.2954,5443.1445,4473.908,15981.106,1284.7587,2970.6797
20,5840.45,985.8672,7822.278,3203.0854,5499.175,5851.597,45183.86,2742.3823,656.73035,22673.418,7952.458,41608.64,4371.3447,1484.3226,3622.7065,2233.8726,1967.4954,26083.902,914.2438,596.83496,569.46643,268.51788,639.8873,10018.187,11950.902,13595.141,4513.4624,4840.7544,3142.3286,12321.564,1207.546,2651.0945
21,5380.4487,967.9518,7480.7373,3059.2207,4899.6816,5377.9487,42163.777,2595.6074,589.0422,22162.266,7227.876,37136.836,4383.2646,1465.6356,3487.7812,2166.0986,1933.3071,25722.258,852.338,573.3812,526.17523,273.0504,610.3815,9836.334,10673.45,12873.621,4394.513,4509.385,2918.9573,11046.482,1161.678,2521.2834
22,6240.016,1037.8115,8311.242,3564.9543,6022.373,6233.58,46991.97,2931.8877,743.88196,22705.855,8948.956,49520.76,4383.8037,1508.9265,3722.0215,2423.845,2009.6857,25546.316,966.3891,614.5462,621.4979,294.2754,751.5323,10220.838,13887.675,13990.212,4641.1123,5101.5684,3784.7246,14140.423,1228.3577,2781.7751
23,7988.736,1268.5309,10075.323,5194.6826,7601.9873,7933.4326,56297.203,3448.6128,943.7665,26068.113,11188.3955,71221.945,5457.6475,1865.4304,4454.8013,2710.7437,2057.5864,29364.486,1165.0052,666.96094,750.30774,401.3827,1045.8984,11533.833,17696.453,16182.443,5390.8184,6145.453,5267.615,18271.012,1449.633,3318.9395
24,5612.354,950.31323,7575.999,3080.2266,4996.1504,5462.075,42822.156,2558.5342,608.8723,22236.252,7560.9653,38854.906,4364.623,1438.9397,3548.958,2151.5588,1938.4321,25728.164,873.4665,576.5222,542.553,266.72473,616.7829,9789.244,10927.793,12891.751,4472.205,4610.559,2959.8098,11287.221,1162.3568,2541.8062
25,5849.639,987.34625,7832.3594,3209.6865,5507.824,5858.9546,45225.707,2745.9287,658.2653,22676.262,7969.9443,41755.156,4373.2188,1485.4592,3625.418,2237.0566,1968.1345,26080.832,915.3594,597.17346,570.4197,269.04434,642.06067,10020.707,11982.107,13602.93,4515.7324,4846.6553,3154.4858,12351.005,1208.2573,2653.6995
26,6169.0522,1028.3541,8224.527,3498.4373,5929.888,6166.8984,46665.957,2896.9841,728.3533,22706.79,8772.761,48113.85,4378.8613,1503.7325,3704.4058,2390.1848,2002.1318,25644.102,956.7837,611.3877,612.0791,289.62115,731.9332,10185.762,13543.974,13916.635,4620.71,5054.1514,3669.0662,13816.256,1223.888,2757.9917
27,7311.3594,1175.3657,9440.726,4533.833,7041.363,7262.307,52728.32,3259.2476,875.05835,24544.846,10465.324,63668.293,4935.6406,1708.0905,4151.5474,2650.1694,2048.7983,27386.982,1084.04,649.6689,703.00824,360.89386,950.9286,10968.32,16514.809,15302.963,5086.0054,5720.545,4798.968,16897.023,1350.4575,3109.7646
