,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,6876.553,1512.1653,9138.17,4310.469,5335.762,6496.745,52516.523,3451.955,826.0089,27160.445,9143.868,48913.46,5470.3384,1993.6016,4400.8633,3124.5786,2028.7773,32439.604,1124.0288,666.2394,732.90247,406.28836,995.3165,12252.188,14081.357,16302.791,5618.042,5732.543,4783.502,14627.301,1442.0012,3025.9958
1,6786.319,1520.4314,9057.393,4356.5103,5324.9414,6357.5425,51272.434,3442.5557,823.1729,26745.473,9168.537,49759.75,5497.301,1984.4675,4310.2397,3092.147,2029.5149,31492.89,1107.9973,648.19244,727.0361,418.3504,1037.0004,12103.144,14273.068,15836.678,5549.4736,5676.0503,4905.514,14728.358,1405.898,2975.392
2,7524.1143,1521.2468,9136.266,4388.2275,5702.0503,6430.5244,56794.07,3377.2275,705.7988,33890.348,7494.6504,48162.83,7744.4956,2513.8196,5018.2397,2962.055,2022.7214,44255.1,1144.888,714.89294,691.6164,492.1025,841.74744,13229.924,10681.922,18021.15,6432.0244,6364.0146,4445.672,11514.449,1643.0927,3183.8223
3,6975.751,1469.3026,9150.376,4146.061,5281.7075,6549.368,54221.875,3414.063,788.82007,28365.771,8665.736,46016.0,5674.5747,2032.9921,4551.492,3102.521,2018.0386,35231.348,1129.9807,691.2107,719.44104,392.7874,900.5629,12549.107,12902.087,16908.059,5789.827,5790.2344,4432.796,13596.662,1494.9646,3062.376
4,8204.295,1592.2937,10589.827,4829.424,6440.1025,7784.8223,64018.613,3988.048,965.25183,32164.172,10520.944,61646.21,5927.2524,2264.08,4971.927,3648.2937,2096.813,39082.008,1239.9397,766.20624,830.3187,435.39764,1072.1035,13755.543,16514.953,18969.396,6643.168,6510.668,5425.507,17404.264,1652.9451,3445.7598
5,7309.6973,1466.7793,9247.416,4152.2563,5112.2617,6538.3447,56698.223,3391.4492,759.9392,30410.434,8237.258,46131.867,6317.5776,2193.9355,4676.493,3048.1846,1993.2509,39141.758,1128.7047,700.79626,721.33374,418.17493,862.8418,12878.057,11811.658,17374.686,6030.0815,5994.533,4342.1416,12781.925,1539.9202,3100.6313
6,7677.287,1459.3159,9713.343,4302.8184,6293.7007,7124.8936,60077.555,3676.201,803.0027,32726.02,8559.924,50040.945,6469.3276,2283.1143,5045.82,3275.685,2060.8628,41764.98,1191.9376,751.66534,730.2595,415.37137,813.17255,13341.746,12670.313,18483.021,6441.509,6217.544,4374.7485,13595.2295,1683.1096,3325.3062
7,7321.3516,1498.979,9580.5625,4297.343,5525.029,6954.5576,57318.395,3572.2961,848.2479,29092.758,9266.234,49853.83,5527.527,2064.5112,4660.2764,3258.9692,2036.4565,35889.58,1167.4326,714.7843,758.0829,392.54126,936.37317,12855.814,13989.724,17552.42,5978.576,5958.8354,4663.844,14797.346,1538.0166,3177.5635
8,6546.042,1514.8022,8798.643,4300.25,5142.41,6099.082,49061.594,3368.5554,801.0156,25842.375,8958.143,48010.656,5441.2275,1942.6852,4186.321,3001.6,2019.3936,30153.41,1086.3884,624.475,711.77563,419.5852,1041.8793,11822.682,13949.082,15224.072,5371.718,5533.093,4855.282,14331.355,1359.8235,2889.3577
9,7796.2686,1527.2568,10084.105,4459.6743,5766.6626,7363.6035,61302.07,3751.4795,901.27545,30504.2,9777.936,54093.08,5565.1167,2135.4336,4803.8643,3413.5547,2050.606,37779.383,1203.2032,741.7667,797.6813,400.2647,974.1978,13333.891,14872.862,18298.707,6276.1743,6188.0234,4897.1,15845.0,1591.7853,3299.0884
10,7937.4385,1616.98,10351.675,4948.133,6485.2617,7531.9766,60596.438,3933.5022,958.40027,31070.273,10634.271,63233.34,6104.5312,2244.9026,4811.842,3615.063,2104.8123,36752.992,1210.703,739.9303,815.7517,457.816,1144.6306,13420.904,17039.037,18253.629,6468.9043,6460.6245,5674.057,17629.031,1592.6133,3362.89
11,8489.4375,1606.7334,10898.756,4957.3105,7270.083,8220.44,66172.97,4172.953,1008.5927,33443.082,10779.9375,64289.008,6075.7637,2334.3994,5255.864,3833.7214,2149.7783,40827.914,1300.2034,807.3982,842.7646,434.09912,1038.0986,14107.604,17198.52,19967.672,6895.0186,6726.7734,5472.3057,18116.762,1756.9312,3622.0874
12,8089.5273,1520.1946,10379.569,4533.4893,6944.4805,7860.302,64011.29,3961.2397,923.7485,32744.072,9691.77,55375.18,5898.225,2252.5151,5261.5547,3607.1777,2121.2285,41170.01,1279.4829,797.37396,789.35876,396.42517,878.5831,13805.045,14951.48,19654.574,6647.1875,6422.5996,4747.384,15963.36,1753.3248,3531.4414
13,7382.052,1708.5905,9874.891,5457.2295,6171.3213,6971.3135,53796.266,3869.2468,940.47253,29485.617,10594.029,65078.527,6475.0186,2259.3223,4439.5547,3351.3313,2077.8315,31854.408,1176.8466,621.3707,801.1703,524.88403,1348.6118,12885.041,17324.686,16217.258,6272.603,6173.616,6162.992,17771.994,1447.0679,3155.4133
14,8521.545,1589.4226,10918.652,4891.0522,7751.931,8413.156,66742.12,4230.094,1015.2884,33923.633,10612.721,62851.64,6061.3867,2345.1401,5447.5923,3913.7415,2181.628,42023.906,1340.519,837.2695,834.8937,415.26587,952.3276,14251.207,16969.117,20633.842,6992.851,6775.9004,5239.081,17952.508,1828.6072,3718.7844
15,8121.6455,1743.2146,10680.854,5705.3213,6756.7354,7874.241,60844.316,4126.609,1013.4286,32536.102,11266.385,69961.41,6747.2134,2412.837,4885.2744,3656.3687,2110.0547,36271.62,1266.9349,699.2379,858.4813,520.7437,1316.8672,13863.615,18245.393,18412.629,6889.2964,6673.4224,6282.68,18985.707,1617.4739,3459.8386
16,6529.8574,1479.8096,8738.109,4128.617,5015.718,6120.097,49716.562,3304.3296,777.30945,26073.395,8620.34,44752.35,5378.5156,1927.947,4265.285,2964.5117,2007.3502,31249.988,1091.0137,639.3447,701.1848,397.61298,960.5374,11899.213,13102.816,15584.082,5377.722,5504.9873,4536.199,13596.195,1389.0704,2906.2727
17,8621.071,1664.1638,11097.619,5260.984,7094.7417,8273.5,66716.78,4226.1406,1031.2324,33912.742,11234.189,68691.56,6342.785,2400.5476,5175.19,3856.4304,2137.1333,40425.297,1292.5232,787.04663,868.0322,469.55618,1161.6454,14260.623,18011.225,19786.68,7039.8022,6843.322,5903.6016,18906.201,1727.0549,3612.5613
18,6587.0625,1463.4714,8624.324,4055.618,4742.5596,6069.805,50633.86,3196.6934,739.0945,27140.516,8155.8022,42675.445,5849.173,2039.3472,4346.5073,2909.684,1978.7084,33802.383,1086.1072,649.8691,693.2602,403.9466,877.2877,11930.33,11857.497,16040.883,5442.9893,5634.8975,4295.457,12574.848,1430.6238,2938.9788
19,6952.1465,1471.8787,9154.649,4154.4233,5332.9326,6572.226,54071.984,3419.2952,794.29626,28190.414,8722.561,46173.64,5618.535,2022.5372,4556.083,3115.3745,2022.9694,34883.254,1133.3221,691.6969,719.1975,390.80737,905.4549,12523.213,13051.832,16915.94,5767.9863,5779.54,4451.3154,13718.928,1495.3777,3069.1929
20,8524.767,1828.9233,11165.16,6253.17,7136.2837,8371.623,63206.117,4331.7793,1074.2444,34300.1,11891.624,75953.04,7227.868,2552.9192,5065.803,3762.8665,2122.1477,37262.992,1328.4965,696.7214,903.92346,558.547,1420.9156,14464.124,19364.57,19147.004,7317.813,6961.3594,6710.4688,20290.93,1681.1641,3611.1025
21,7125.893,1462.3955,9320.109,4138.065,5314.3643,6692.413,55917.965,3466.4368,800.7418,28852.574,8753.055,46627.617,5584.32,2040.7417,4604.8984,3138.6006,2019.5916,36068.4,1142.2253,701.80597,730.33984,387.6471,893.0001,12717.848,12967.169,17177.229,5891.952,5824.994,4420.104,13769.012,1513.2085,3098.802
22,5652.6147,1415.0935,7988.2236,3822.9663,4159.2275,5439.1533,46184.277,3048.0276,708.18994,24119.803,7676.6777,39111.67,5052.361,1942.8999,3958.3213,2613.0706,1923.0066,30493.953,1024.2029,559.99646,621.9321,370.21014,959.43176,10832.708,11751.654,13801.981,4672.613,4945.643,4082.564,12078.577,1364.1158,2818.2014
23,7202.1943,1523.0074,9487.295,4386.0664,5586.123,6876.482,55679.977,3560.7676,856.48706,28469.807,9422.725,50909.438,5564.2812,2056.2834,4592.6006,3263.6897,2043.585,34455.336,1160.216,702.8915,756.46313,402.53745,976.8971,12667.478,14465.491,17257.453,5876.9424,5947.9033,4823.144,15127.496,1515.5344,3155.586
24,7939.083,1754.0879,10489.526,5772.761,6636.5903,7630.9766,58453.188,4080.5608,1001.9688,31715.621,11185.598,69952.03,6779.4336,2385.8784,4740.379,3552.974,2100.1475,34570.33,1244.9626,663.24896,847.48816,535.3971,1369.0112,13621.249,18251.172,17642.207,6746.215,6543.4565,6381.7456,18912.367,1559.1936,3370.6208
25,8059.284,1645.3954,10513.915,5099.311,6601.962,7673.9165,61589.56,4003.1458,976.75745,31750.523,10839.635,65284.977,6246.416,2298.6133,4866.503,3676.748,2111.9563,37295.36,1226.0671,743.2417,828.9617,470.5404,1178.9814,13603.398,17423.285,18499.209,6627.5376,6561.48,5829.742,18047.73,1613.723,3410.6172
26,8443.246,1572.6957,10811.439,4807.4863,7670.7144,8330.748,66291.89,4186.9707,997.4397,33778.26,10388.537,61065.414,6038.0107,2329.517,5444.0703,3864.145,2174.729,42106.484,1335.4492,834.2263,824.39136,408.66574,922.80164,14194.207,16505.334,20548.953,6940.7188,6715.0605,5098.135,17507.02,1825.8792,3696.7578
27,8781.36,1605.9778,11071.041,4954.325,8313.5625,8674.218,68297.11,4423.0264,1046.9569,34660.508,10629.566,63381.16,6311.0557,2395.5825,5657.876,4050.645,2221.5266,44234.16,1409.6545,871.26245,856.974,413.58203,907.31195,14726.295,17117.115,21433.996,7177.1943,6980.299,5175.2676,18230.555,1906.6536,3830.9478
28,5919.6743,1438.1902,8098.4336,3902.4119,4343.856,5523.656,47292.418,3059.204,703.2549,25299.645,7596.1377,39804.28,5422.605,2019.1858,4091.8936,2656.897,1942.9598,31785.523,1042.54,578.23145,637.6996,397.4829,924.78125,11082.23,11326.339,14386.33,4904.236,5144.3486,4155.556,11835.893,1372.9229,2836.6592
29,6059.9688,1438.1589,8157.9907,3913.728,4395.8057,5572.5454,47555.344,3054.0376,702.1899,25605.6,7621.1865,40032.805,5539.8955,2016.7365,4123.7153,2677.706,1948.8,31966.258,1044.2035,588.3622,646.65173,403.4434,904.9485,11193.158,11214.011,14621.633,4995.193,5227.063,4167.2603,11809.005,1366.6635,2829.5156
30,7526.725,1452.7148,9593.479,4215.4863,5821.589,6943.4683,59011.367,3583.5012,795.50275,31532.951,8566.008,48636.07,6172.712,2200.7886,4871.5527,3206.0342,2035.5317,40127.195,1165.4972,732.14355,730.25867,406.11404,840.8007,13157.285,12584.3125,17980.926,6269.3403,6071.641,4364.3535,13514.655,1615.5513,3230.819
31,7327.209,1537.0842,9647.598,4483.4834,5770.2905,7021.456,56668.332,3631.0005,874.6845,28986.727,9650.236,53103.8,5654.99,2090.4736,4643.9536,3336.866,2056.7805,34931.465,1172.0492,712.9269,767.6862,410.67886,998.4221,12808.8,14918.347,17510.074,5996.497,6047.496,4960.2197,15569.988,1534.676,3200.92
32,7381.702,1529.6056,9679.519,4437.1616,5703.877,7048.4697,57301.54,3624.9832,873.31934,29129.23,9584.455,52353.36,5606.061,2088.01,4668.584,3327.686,2050.4084,35405.95,1175.074,717.0808,769.21844,404.1292,981.2295,12873.41,14721.988,17630.629,6010.8105,6045.964,4882.5215,15444.439,1543.5629,3210.1108
33,7846.6416,1480.7996,9965.643,4360.886,6533.0596,7425.0605,61732.73,3786.158,849.2912,32636.828,8948.9,51202.246,6188.0967,2258.1316,5156.714,3392.463,2083.9094,41565.18,1233.0228,771.5082,754.1547,402.2718,823.0609,13543.061,13417.941,19013.836,6499.123,6287.463,4458.063,14415.763,1716.3604,3408.4985
34,8837.983,1670.0791,11337.403,5346.4575,7935.617,8623.571,68242.84,4396.2686,1067.261,34995.746,11411.029,71081.766,6496.4087,2457.0762,5417.5527,4050.9417,2195.31,42130.9,1345.0857,828.9253,872.66797,467.49628,1125.7092,14592.167,18609.592,20672.969,7296.555,7035.0684,5930.274,19498.832,1815.0422,3760.5034
35,6940.415,1537.5925,9246.112,4436.508,5466.0024,6556.9844,52944.21,3515.3743,841.2709,27559.043,9356.826,51266.652,5590.544,2035.5834,4408.574,3186.0005,2040.3375,32581.492,1128.6487,666.30237,741.51337,421.82516,1039.6216,12326.953,14564.939,16333.044,5720.0454,5806.665,4982.3745,15067.328,1445.6199,3046.6382
36,7339.5015,1444.7073,9319.188,4098.84,5143.5327,6599.084,57014.066,3454.3955,770.58875,30071.07,8387.32,45935.293,6009.2207,2116.9028,4629.773,3054.309,1994.8561,38552.46,1130.8269,703.0884,732.0094,401.08978,853.1494,12920.119,12067.146,17245.703,6017.4595,5927.284,4293.123,13035.888,1528.1195,3081.8462
37,8344.984,1602.4714,10754.273,4903.984,6781.584,8005.295,65278.79,4076.4968,986.7551,32819.51,10683.779,63077.168,5977.8896,2303.386,5104.497,3727.3335,2117.8662,39833.453,1267.7654,783.1229,839.46985,436.34528,1060.9471,13896.986,16867.91,19421.852,6752.002,6611.123,5470.5938,17778.121,1702.5103,3531.6519
38,8857.586,1785.433,11493.111,6026.048,7316.216,8754.493,67578.67,4393.2144,1088.0925,35570.258,11960.826,75449.81,7050.4546,2569.7603,5296.9966,3929.865,2137.9824,40344.46,1355.9207,763.6378,917.5757,524.5554,1311.9222,14845.18,19220.617,20414.64,7522.9473,7146.3184,6464.806,20283.96,1772.4863,3747.0303
39,7316.051,1455.601,9327.308,4136.023,5210.975,6639.459,57158.688,3434.496,771.9486,30327.703,8386.368,46420.945,6101.84,2158.4202,4679.44,3088.333,2000.7273,38783.62,1134.3807,706.6521,726.2822,406.75433,855.3988,12885.283,12085.463,17429.246,6051.4473,5962.965,4328.1055,13054.899,1544.6362,3117.0508
40,6586.136,1459.5115,8569.632,4051.3218,4750.9487,5999.7026,50529.164,3156.6729,723.27295,27559.574,7946.5312,42701.242,6040.8354,2086.7915,4371.336,2863.914,1975.7775,34491.246,1079.2463,645.46466,681.4342,414.87,870.2092,11892.901,11491.186,16003.926,5457.805,5639.417,4271.271,12221.698,1435.7262,2938.3086
41,7999.7354,1516.4281,10287.205,4489.892,6630.6562,7734.0303,63429.48,3890.9233,911.0686,32284.572,9634.314,54410.24,5804.4336,2227.2554,5171.3096,3535.0486,2099.721,40432.285,1259.0598,782.59753,786.84973,395.15735,888.75464,13652.159,14747.91,19330.852,6535.705,6344.01,4730.2456,15756.045,1721.2334,3478.7197
42,7854.0176,1510.3425,10121.914,4418.5615,6163.6304,7508.3916,62201.03,3795.5508,893.66724,31391.566,9543.354,52978.867,5677.381,2176.1296,5002.5645,3441.3364,2071.014,39282.6,1229.584,761.2013,784.8031,393.0838,907.4334,13462.619,14468.729,18797.51,6377.923,6229.335,4708.2036,15475.619,1660.9038,3381.8218
43,6746.172,1493.3774,8981.693,4210.536,5195.6943,6368.7305,51619.305,3385.5925,804.5073,26783.527,8897.825,46776.445,5413.9395,1964.8105,4366.1484,3059.9746,2018.7909,32171.297,1113.2964,659.6024,719.7754,398.25745,966.1206,12132.99,13577.516,16116.066,5527.5264,5643.6836,4631.2334,14126.131,1428.4258,2986.653
44,6606.3584,1509.149,8854.617,4269.827,5140.952,6184.158,49893.0,3372.3257,802.6239,26123.293,8939.821,47522.742,5418.521,1949.3884,4241.5103,3019.7754,2018.238,30772.664,1095.3335,635.3574,714.9897,412.1986,1017.3742,11916.2295,13824.857,15508.326,5417.636,5565.596,4781.1357,14266.918,1381.5925,2920.378
45,8179.699,1703.2666,10687.775,5469.747,6761.6123,7861.3223,61710.523,4100.123,1006.14386,32386.113,11162.025,68637.64,6556.723,2371.451,4908.618,3686.0308,2114.12,36995.28,1255.9061,723.6427,851.23834,499.7768,1260.7483,13834.168,18041.762,18592.371,6812.894,6668.195,6116.756,18747.434,1626.4478,3461.0083
46,8053.5547,1551.7571,10386.09,4625.207,6311.8975,7703.0044,63267.516,3901.4697,940.02844,31582.586,10133.465,57478.637,5703.3057,2204.3235,4987.3936,3552.7915,2084.6218,38856.203,1240.8605,766.0034,814.4645,409.15817,985.6309,13585.723,15663.64,18940.234,6475.6123,6371.7754,5070.517,16632.7,1659.1038,3426.273
